symbol,isin,trade_date,exchange,segment,series,trade_type,auction,quantity,price,trade_id,order_id,order_execution_time
HDFC,INE040A01034,2025-08-06,NSE,EQ,EQ,buy,false,13,990.6,1000034,2000000000000000034,2025-08-06T12:03:45
RELIANCE,INE002A01018,2025-08-06,NSE,EQ,EQ,buy,false,18,1390.0,1000036,2000000000000000036,2025-08-06T13:07:21
HDFC,INE040A01034,2025-08-06,NSE,EQ,EQ,sell,false,13,965.21,1000035,2000000000000000035,2025-08-06T13:16:27
TCS,INE467B01029,2025-08-06,NSE,EQ,EQ,sell,false,12,3117.76,1000027,2000000000000000027,2025-08-06T14:16:58
INFY,INE009A01021,2025-08-07,NSE,EQ,EQ,buy,false,11,1431.6,1000038,2000000000000000038,2025-08-07T09:22:07
RELIANCE,INE002A01018,2025-08-07,NSE,EQ,EQ,buy,false,9,1382.3,1000040,2000000000000000040,2025-08-07T09:38:24
ICICIBANK,INE090A01021,2025-08-07,NSE,EQ,EQ,buy,false,8,1433.9,1000042,2000000000000000042,2025-08-07T09:48:10
RELIANCE,INE002A01018,2025-08-07,NSE,EQ,EQ,sell,false,18,1447.84,1000037,2000000000000000037,2025-08-07T09:51:21
HDFC,INE040A01034,2025-08-07,NSE,EQ,EQ,buy,false,42,995.0,1000044,2000000000000000044,2025-08-07T10:48:18
TCS,INE467B01029,2025-08-07,NSE,EQ,EQ,buy,false,9,3026.5,1000046,2000000000000000046,2025-08-07T10:57:55
INFY,INE009A01021,2025-08-07,NSE,EQ,EQ,sell,false,11,1375.22,1000039,2000000000000000039,2025-08-07T11:17:18
RELIANCE,INE002A01018,2025-08-07,NSE,EQ,EQ,sell,false,9,1434.42,1000041,2000000000000000041,2025-08-07T11:27:47
INFY,INE009A01021,2025-08-07,NSE,EQ,EQ,buy,false,55,1419.9,1000048,2000000000000000048,2025-08-07T12:00:00
TCS,INE467B01029,2025-08-07,NSE,EQ,EQ,sell,false,9,2983.06,1000047,2000000000000000047,2025-08-07T12:50:29
ICICIBANK,INE090A01021,2025-08-07,NSE,EQ,EQ,sell,false,8,1404.74,1000043,2000000000000000043,2025-08-07T13:36:43
HDFC,INE040A01034,2025-08-07,NSE,EQ,EQ,buy,false,44,997.7,1000050,2000000000000000050,2025-08-07T14:07:08
HDFC,INE040A01034,2025-08-07,NSE,EQ,EQ,sell,false,42,1007.38,1000045,2000000000000000045,2025-08-07T14:23:44
ICICIBANK,INE090A01021,2025-08-07,NSE,EQ,EQ,buy,false,16,1441.0,1000052,2000000000000000052,2025-08-07T14:54:20
INFY,INE009A01021,2025-08-07,NSE,EQ,EQ,buy,false,3,1442.0,1000054,2000000000000000054,2025-08-07T14:54:39
ICICIBANK,INE090A01021,2025-08-08,NSE,EQ,EQ,sell,false,16,1395.27,1000053,2000000000000000053,2025-08-08T10:38:20
HDFC,INE040A01034,2025-08-08,NSE,EQ,EQ,sell,false,44,971.25,1000051,2000000000000000051,2025-08-08T11:01:08
INFY,INE009A01021,2025-08-08,NSE,EQ,EQ,sell,false,3,1393.75,1000055,2000000000000000055,2025-08-08T11:03:39
TCS,INE467B01029,2025-08-11,NSE,EQ,EQ,buy,false,14,3031.0,1000056,2000000000000000056,2025-08-11T09:26:05
ICICIBANK,INE090A01021,2025-08-11,NSE,EQ,EQ,buy,false,13,1425.1,1000058,2000000000000000058,2025-08-11T09:48:25
TCS,INE467B01029,2025-08-11,NSE,EQ,EQ,buy,false,42,3042.7,1000060,2000000000000000060,2025-08-11T10:19:23
TCS,INE467B01029,2025-08-11,NSE,EQ,EQ,sell,false,34,2973.61,1000031,2000000000000000031,2025-08-11T11:02:35
HDFC,INE040A01034,2025-08-11,NSE,EQ,EQ,buy,false,12,990.5,1000062,2000000000000000062,2025-08-11T11:34:27
TCS,INE467B01029,2025-08-11,NSE,EQ,EQ,sell,false,27,2955.75,1000033,2000000000000000033,2025-08-11T12:12:07
TCS,INE467B01029,2025-08-11,NSE,EQ,EQ,sell,false,14,3164.07,1000057,2000000000000000057,2025-08-11T12:28:54
TCS,INE467B01029,2025-08-11,NSE,EQ,EQ,buy,false,56,3040.4,1000064,2000000000000000064,2025-08-11T12:31:43
HDFC,INE040A01034,2025-08-11,NSE,EQ,EQ,buy,false,10,994.55,1000066,2000000000000000066,2025-08-11T13:01:54
TCS,INE467B01029,2025-08-11,NSE,EQ,EQ,sell,false,42,3111.35,1000061,2000000000000000061,2025-08-11T13:19:44
HDFC,INE040A01034,2025-08-11,NSE,EQ,EQ,sell,false,12,997.02,1000063,2000000000000000063,2025-08-11T14:37:25
HDFC,INE040A01034,2025-08-11,NSE,EQ,EQ,buy,false,36,997.8,1000068,2000000000000000068,2025-08-11T15:19:29
RELIANCE,INE002A01018,2025-08-12,NSE,EQ,EQ,buy,false,10,1385.2,1000070,2000000000000000070,2025-08-12T09:49:31
RELIANCE,INE002A01018,2025-08-12,NSE,EQ,EQ,buy,false,62,1385.2,1000072,2000000000000000072,2025-08-12T10:36:46
HDFC,INE040A01034,2025-08-12,NSE,EQ,EQ,sell,false,10,985.91,1000067,2000000000000000067,2025-08-12T11:58:54
TCS,INE467B01029,2025-08-12,NSE,EQ,EQ,buy,false,23,3054.1,1000074,2000000000000000074,2025-08-12T12:31:51
RELIANCE,INE002A01018,2025-08-12,NSE,EQ,EQ,buy,false,25,1381.1,1000076,2000000000000000076,2025-08-12T13:29:00
INFY,INE009A01021,2025-08-12,NSE,EQ,EQ,buy,false,9,1434.5,1000078,2000000000000000078,2025-08-12T13:44:49
INFY,INE009A01021,2025-08-12,NSE,EQ,EQ,sell,false,55,1479.37,1000049,2000000000000000049,2025-08-12T14:25:00
RELIANCE,INE002A01018,2025-08-12,NSE,EQ,EQ,buy,false,50,1381.4,1000080,2000000000000000080,2025-08-12T14:42:58
INFY,INE009A01021,2025-08-12,NSE,EQ,EQ,buy,false,12,1425.8,1000082,2000000000000000082,2025-08-12T14:49:46
RELIANCE,INE002A01018,2025-08-12,NSE,EQ,EQ,sell,false,62,1373.38,1000073,2000000000000000073,2025-08-12T15:04:46
RELIANCE,INE002A01018,2025-08-13,NSE,EQ,EQ,buy,false,44,1385.3,1000084,2000000000000000084,2025-08-13T09:16:05
RELIANCE,INE002A01018,2025-08-13,NSE,EQ,EQ,sell,false,25,1391.96,1000077,2000000000000000077,2025-08-13T09:38:00
HDFC,INE040A01034,2025-08-13,NSE,EQ,EQ,buy,false,9,985.65,1000086,2000000000000000086,2025-08-13T10:18:09
RELIANCE,INE002A01018,2025-08-13,NSE,EQ,EQ,sell,false,50,1403.79,1000081,2000000000000000081,2025-08-13T11:58:58
TCS,INE467B01029,2025-08-13,NSE,EQ,EQ,buy,false,44,3041.0,1000088,2000000000000000088,2025-08-13T12:03:02
INFY,INE009A01021,2025-08-13,NSE,EQ,EQ,sell,false,9,1481.1,1000079,2000000000000000079,2025-08-13T12:18:49
TCS,INE467B01029,2025-08-13,NSE,EQ,EQ,sell,false,56,3104.68,1000065,2000000000000000065,2025-08-13T13:04:43
HDFC,INE040A01034,2025-08-13,NSE,EQ,EQ,buy,false,49,991.1,1000090,2000000000000000090,2025-08-13T13:07:01
RELIANCE,INE002A01018,2025-08-13,NSE,EQ,EQ,buy,false,56,1388.3,1000092,2000000000000000092,2025-08-13T13:39:22
HDFC,INE040A01034,2025-08-13,NSE,EQ,EQ,sell,false,9,1031.29,1000087,2000000000000000087,2025-08-13T13:46:29
ICICIBANK,INE090A01021,2025-08-13,NSE,EQ,EQ,sell,false,13,1374.72,1000059,2000000000000000059,2025-08-13T14:01:25
TCS,INE467B01029,2025-08-13,NSE,EQ,EQ,buy,false,13,3035.0,1000094,2000000000000000094,2025-08-13T15:05:56
TCS,INE467B01029,2025-08-13,NSE,EQ,EQ,buy,false,33,3035.0,1000096,2000000000000000096,2025-08-13T15:16:04
RELIANCE,INE002A01018,2025-08-14,NSE,EQ,EQ,buy,false,14,1377.9,1000098,2000000000000000098,2025-08-14T09:54:44
TCS,INE467B01029,2025-08-14,NSE,EQ,EQ,sell,false,13,2972.25,1000095,2000000000000000095,2025-08-14T09:59:56
HDFC,INE040A01034,2025-08-14,NSE,EQ,EQ,sell,false,49,984.43,1000091,2000000000000000091,2025-08-14T10:03:01
TCS,INE467B01029,2025-08-14,NSE,EQ,EQ,sell,false,44,2953.02,1000089,2000000000000000089,2025-08-14T10:11:02
INFY,INE009A01021,2025-08-14,NSE,EQ,EQ,sell,false,12,1473.5,1000083,2000000000000000083,2025-08-14T10:21:46
TCS,INE467B01029,2025-08-14,NSE,EQ,EQ,sell,false,23,3086.48,1000075,2000000000000000075,2025-08-14T10:30:51
TCS,INE467B01029,2025-08-14,NSE,EQ,EQ,sell,false,33,3074.73,1000097,2000000000000000097,2025-08-14T10:33:04
RELIANCE,INE002A01018,2025-08-14,NSE,EQ,EQ,sell,false,56,1418.48,1000093,2000000000000000093,2025-08-14T11:17:22
INFY,INE009A01021,2025-08-14,NSE,EQ,EQ,buy,false,7,1450.7,1000100,2000000000000000100,2025-08-14T12:29:30
TCS,INE467B01029,2025-08-14,NSE,EQ,EQ,buy,false,15,3025.6,1000102,2000000000000000102,2025-08-14T12:33:18
HDFC,INE040A01034,2025-08-14,NSE,EQ,EQ,sell,false,36,1031.1,1000069,2000000000000000069,2025-08-14T13:22:29
INFY,INE009A01021,2025-08-14,NSE,EQ,EQ,sell,false,7,1436.94,1000101,2000000000000000101,2025-08-14T14:21:13
RELIANCE,INE002A01018,2025-08-15,NSE,EQ,EQ,sell,false,14,1343.79,1000099,2000000000000000099,2025-08-15T09:48:44
HDFC,INE040A01034,2025-08-15,NSE,EQ,EQ,buy,false,29,994.6,1000104,2000000000000000104,2025-08-15T09:56:44
TCS,INE467B01029,2025-08-15,NSE,EQ,EQ,sell,false,15,2995.33,1000103,2000000000000000103,2025-08-15T10:25:18
HDFC,INE040A01034,2025-08-15,NSE,EQ,EQ,sell,false,29,1037.46,1000105,2000000000000000105,2025-08-15T11:36:35
ICICIBANK,INE090A01021,2025-08-15,NSE,EQ,EQ,buy,false,24,1426.3,1000106,2000000000000000106,2025-08-15T12:00:00
TCS,INE467B01029,2025-08-15,NSE,EQ,EQ,buy,false,23,3022.5,1000108,2000000000000000108,2025-08-15T12:07:56
ICICIBANK,INE090A01021,2025-08-15,NSE,EQ,EQ,buy,false,3,1426.3,1000110,2000000000000000110,2025-08-15T12:53:32
RELIANCE,INE002A01018,2025-08-15,NSE,EQ,EQ,buy,false,24,1372.4,1000112,2000000000000000112,2025-08-15T15:28:31
ICICIBANK,INE090A01021,2025-08-16,NSE,EQ,EQ,sell,false,24,1405.87,1000107,2000000000000000107,2025-08-16T09:16:00
RELIANCE,INE002A01018,2025-08-16,NSE,EQ,EQ,sell,false,24,1408.84,1000113,2000000000000000113,2025-08-16T09:55:31
ICICIBANK,INE090A01021,2025-08-16,NSE,EQ,EQ,sell,false,3,1416.86,1000111,2000000000000000111,2025-08-16T11:04:32
RELIANCE,INE002A01018,2025-08-16,NSE,EQ,EQ,sell,false,44,1401.99,1000085,2000000000000000085,2025-08-16T12:12:05
RELIANCE,INE002A01018,2025-08-18,NSE,EQ,EQ,sell,false,10,1342.43,1000071,2000000000000000071,2025-08-18T14:10:31
INFY,INE009A01021,2025-08-19,NSE,EQ,EQ,buy,false,6,1443.2,1000114,2000000000000000114,2025-08-19T10:32:30
RELIANCE,INE002A01018,2025-08-19,NSE,EQ,EQ,buy,false,28,1409.9,1000116,2000000000000000116,2025-08-19T10:32:41
INFY,INE009A01021,2025-08-19,NSE,EQ,EQ,buy,false,4,1443.2,1000118,2000000000000000118,2025-08-19T10:39:49
RELIANCE,INE002A01018,2025-08-19,NSE,EQ,EQ,buy,false,29,1412.8,1000120,2000000000000000120,2025-08-19T11:41:06
RELIANCE,INE002A01018,2025-08-19,NSE,EQ,EQ,buy,false,26,1413.6,1000122,2000000000000000122,2025-08-19T12:00:00
RELIANCE,INE002A01018,2025-08-19,NSE,EQ,EQ,sell,false,29,1395.84,1000121,2000000000000000121,2025-08-19T12:43:25
ICICIBANK,INE090A01021,2025-08-19,NSE,EQ,EQ,buy,false,25,1433.0,1000124,2000000000000000124,2025-08-19T13:35:04
INFY,INE009A01021,2025-08-19,NSE,EQ,EQ,sell,false,4,1419.52,1000119,2000000000000000119,2025-08-19T13:47:02
INFY,INE009A01021,2025-08-19,NSE,EQ,EQ,buy,false,9,1439.9,1000126,2000000000000000126,2025-08-19T13:58:22
INFY,INE009A01021,2025-08-19,NSE,EQ,EQ,sell,false,6,1471.51,1000115,2000000000000000115,2025-08-19T14:34:06
ICICIBANK,INE090A01021,2025-08-20,NSE,EQ,EQ,sell,false,25,1419.13,1000125,2000000000000000125,2025-08-20T11:38:04
RELIANCE,INE002A01018,2025-08-20,NSE,EQ,EQ,sell,false,26,1460.77,1000123,2000000000000000123,2025-08-20T11:44:00
TCS,INE467B01029,2025-08-21,NSE,EQ,EQ,sell,false,23,2956.68,1000109,2000000000000000109,2025-08-21T09:03:56
RELIANCE,INE002A01018,2025-08-22,NSE,EQ,EQ,buy,false,38,1420.7,1000128,2000000000000000128,2025-08-22T09:21:34
RELIANCE,INE002A01018,2025-08-22,NSE,EQ,EQ,buy,false,19,1414.4,1000130,2000000000000000130,2025-08-22T10:16:09
HDFC,INE040A01034,2025-08-22,NSE,EQ,EQ,buy,false,54,984.8,1000132,2000000000000000132,2025-08-22T12:31:21
RELIANCE,INE002A01018,2025-08-22,NSE,EQ,EQ,sell,false,38,1388.35,1000129,2000000000000000129,2025-08-22T12:36:24
RELIANCE,INE002A01018,2025-08-22,NSE,EQ,EQ,sell,false,19,1361.43,1000131,2000000000000000131,2025-08-22T13:22:35
RELIANCE,INE002A01018,2025-08-22,NSE,EQ,EQ,sell,false,28,1354.03,1000117,2000000000000000117,2025-08-22T15:28:41
INFY,INE009A01021,2025-08-24,NSE,EQ,EQ,sell,false,9,1450.77,1000127,2000000000000000127,2025-08-24T09:21:22
HDFC,INE040A01034,2025-08-28,NSE,EQ,EQ,sell,false,54,953.1,1000133,2000000000000000133,2025-08-28T10:01:21
