symbol,isin,trade_date,exchange,segment,series,trade_type,auction,quantity,price,trade_id,order_id,order_execution_time
TECHM,INE669C01036,2025-08-14,NSE,EQ,EQ,buy,false,39,1505.1,1000052,2000000000000000052,2025-08-14T11:46:29
INFY,INE009A01021,2025-08-14,NSE,EQ,EQ,buy,false,55,1449.7,1000054,2000000000000000054,2025-08-14T12:37:55
INFY,INE009A01021,2025-08-14,NSE,EQ,EQ,sell,false,55,1491.89,1000055,2000000000000000055,2025-08-14T13:30:55
TECHM,INE669C01036,2025-08-14,NSE,EQ,EQ,sell,false,39,1463.98,1000053,2000000000000000053,2025-08-14T15:24:29
TECHM,INE669C01036,2025-08-18,NSE,EQ,EQ,buy,false,60,1490.0,1000056,2000000000000000056,2025-08-18T10:13:59
TECHM,INE669C01036,2025-08-18,NSE,EQ,EQ,buy,false,42,1490.0,1000058,2000000000000000058,2025-08-18T11:14:32
INFY,INE009A01021,2025-08-18,NSE,EQ,EQ,buy,false,58,1446.3,1000060,2000000000000000060,2025-08-18T13:51:29
INFY,INE009A01021,2025-08-18,NSE,EQ,EQ,sell,false,31,1394.89,1000047,2000000000000000047,2025-08-18T14:29:14
INFY,INE009A01021,2025-08-18,NSE,EQ,EQ,sell,false,58,1411.88,1000061,2000000000000000061,2025-08-18T14:51:29
TECHM,INE669C01036,2025-08-18,NSE,EQ,EQ,sell,false,60,1431.18,1000057,2000000000000000057,2025-08-18T15:45:59
TECHM,INE669C01036,2025-08-18,NSE,EQ,EQ,sell,false,63,1395.98,1000039,2000000000000000039,2025-08-18T15:48:14
TECHM,INE669C01036,2025-08-19,NSE,EQ,EQ,sell,false,42,1367.86,1000059,2000000000000000059,2025-08-19T09:44:14
INFY,INE009A01021,2025-08-19,NSE,EQ,EQ,buy,false,61,1442.7,1000062,2000000000000000062,2025-08-19T09:46:22
INFY,INE009A01021,2025-08-19,NSE,EQ,EQ,buy,false,42,1442.7,1000064,2000000000000000064,2025-08-19T09:53:46
TCS,INE467B01029,2025-08-19,NSE,EQ,EQ,buy,false,47,3014.7,1000066,2000000000000000066,2025-08-19T10:02:34
INFY,INE009A01021,2025-08-19,NSE,EQ,EQ,sell,false,42,1552.26,1000065,2000000000000000065,2025-08-19T11:17:46
TECHM,INE669C01036,2025-08-20,NSE,EQ,EQ,buy,false,48,1507.4,1000068,2000000000000000068,2025-08-20T13:03:03
TECHM,INE669C01036,2025-08-20,NSE,EQ,EQ,sell,false,48,1618.83,1000069,2000000000000000069,2025-08-20T14:32:03
TCS,INE467B01029,2025-08-21,NSE,EQ,EQ,buy,false,30,3095.3,1000070,2000000000000000070,2025-08-21T09:31:23
TCS,INE467B01029,2025-08-21,NSE,EQ,EQ,buy,false,50,3095.3,1000072,2000000000000000072,2025-08-21T11:30:00
INFY,INE009A01021,2025-08-21,NSE,EQ,EQ,sell,false,61,1464.69,1000063,2000000000000000063,2025-08-21T11:53:14
TCS,INE467B01029,2025-08-21,NSE,EQ,EQ,sell,false,30,3041.46,1000071,2000000000000000071,2025-08-21T12:04:23
WIPRO,INE075A01022,2025-08-21,NSE,EQ,EQ,buy,false,60,250.5,1000076,2000000000000000076,2025-08-21T13:48:03
WIPRO,INE075A01022,2025-08-21,NSE,EQ,EQ,buy,false,61,250.5,1000074,2000000000000000074,2025-08-21T14:30:42
WIPRO,INE075A01022,2025-08-21,NSE,EQ,EQ,sell,false,61,263.94,1000075,2000000000000000075,2025-08-21T15:10:42
TCS,INE467B01029,2025-08-21,NSE,EQ,EQ,sell,false,50,2898.64,1000073,2000000000000000073,2025-08-21T15:14:00
WIPRO,INE075A01022,2025-08-21,NSE,EQ,EQ,sell,false,60,240.55,1000077,2000000000000000077,2025-08-21T15:40:03
TCS,INE467B01029,2025-08-22,NSE,EQ,EQ,buy,false,40,3065.9,1000082,2000000000000000082,2025-08-22T09:30:15
TCS,INE467B01029,2025-08-22,NSE,EQ,EQ,buy,false,52,3065.9,1000078,2000000000000000078,2025-08-22T11:22:13
TCS,INE467B01029,2025-08-22,NSE,EQ,EQ,sell,false,52,3243.27,1000079,2000000000000000079,2025-08-22T12:19:13
TCS,INE467B01029,2025-08-22,NSE,EQ,EQ,buy,false,54,3065.9,1000080,2000000000000000080,2025-08-22T14:33:40
TCS,INE467B01029,2025-08-22,NSE,EQ,EQ,sell,false,40,3211.15,1000083,2000000000000000083,2025-08-22T15:48:15
TCS,INE467B01029,2025-08-22,NSE,EQ,EQ,sell,false,54,3231.25,1000081,2000000000000000081,2025-08-22T15:58:40
TCS,INE467B01029,2025-08-25,NSE,EQ,EQ,sell,false,47,3041.01,1000067,2000000000000000067,2025-08-25T09:21:14
WIPRO,INE075A01022,2025-08-25,NSE,EQ,EQ,buy,false,43,254.75,1000086,2000000000000000086,2025-08-25T11:29:09
TCS,INE467B01029,2025-08-25,NSE,EQ,EQ,buy,false,38,3126.2,1000084,2000000000000000084,2025-08-25T13:15:54
WIPRO,INE075A01022,2025-08-25,NSE,EQ,EQ,sell,false,43,270.27,1000087,2000000000000000087,2025-08-25T15:43:09
TECHM,INE669C01036,2025-08-26,NSE,EQ,EQ,buy,false,57,1521.0,1000088,2000000000000000088,2025-08-26T11:21:21
TECHM,INE669C01036,2025-08-26,NSE,EQ,EQ,sell,false,57,1475.35,1000089,2000000000000000089,2025-08-26T15:14:21
TCS,INE467B01029,2025-08-28,NSE,EQ,EQ,sell,false,38,3138.41,1000085,2000000000000000085,2025-08-28T11:24:14
WIPRO,INE075A01022,2025-08-28,NSE,EQ,EQ,buy,false,40,250.88,1000092,2000000000000000092,2025-08-28T11:31:05
WIPRO,INE075A01022,2025-08-28,NSE,EQ,EQ,sell,false,40,255.26,1000093,2000000000000000093,2025-08-28T12:35:05
INFY,INE009A01021,2025-08-28,NSE,EQ,EQ,buy,false,47,1506.5,1000090,2000000000000000090,2025-08-28T12:44:11
INFY,INE009A01021,2025-08-28,NSE,EQ,EQ,sell,false,47,1602.21,1000091,2000000000000000091,2025-08-28T13:43:11
TCS,INE467B01029,2025-08-28,NSE,EQ,EQ,buy,false,52,3104.2,1000094,2000000000000000094,2025-08-28T14:01:20
TCS,INE467B01029,2025-08-28,NSE,EQ,EQ,sell,false,52,2921.52,1000095,2000000000000000095,2025-08-28T15:28:20
INFY,INE009A01021,2025-08-29,NSE,EQ,EQ,buy,false,50,1478.3,1000096,2000000000000000096,2025-08-29T10:25:12
TCS,INE467B01029,2025-08-29,NSE,EQ,EQ,buy,false,56,3087.8,1000098,2000000000000000098,2025-08-29T12:57:06
TCS,INE467B01029,2025-08-29,NSE,EQ,EQ,sell,false,56,3254.96,1000099,2000000000000000099,2025-08-29T13:48:06
INFY,INE009A01021,2025-08-29,NSE,EQ,EQ,sell,false,50,1411.51,1000097,2000000000000000097,2025-08-29T14:46:12
